id,variacao_nome,exercicio,cloudinary_atual,status,arquivo_gif,score,observacao
1594,Máquina Abdominal Coaster,Abdominal,,MATCH,GIFS ABDOMINAIS/Máquina Abdominal Coaster.gif,1.0000,
1595,Elevação De Joelhos Na Barra Fixa,Barra Fixa,,MATCH,GIFS ABDOMINAIS/Elevação de Joelhos na Barra Fixa.gif,1.0000,
1596,Inclinação Lateral Em Pé Com Gymstick,Outros,,MATCH,GIFS ABDOMINAIS/Inclinação Lateral em Pé com Gymstick.gif,1.0000,
1597,Inclinação Lateral Com Peso Em Bola De Estabilidade,Outros,,MATCH,GIFS ABDOMINAIS/Inclinação Lateral com Peso em Bola de Estabilidade.gif,1.0000,
1598,Exercício De Vácuo Abdominal Em Quatro Apoios,Abdominal,,MATCH,GIFS ABDOMINAIS/Exercício de vácuo abdominal em quatro apoios.gif,1.0000,
1599,Máquina De Abdominal Sentado,Abdominal,,MATCH,GIFS ABDOMINAIS/Máquina de Abdominal Sentado.gif,1.0000,
1600,Abdominal Infra No Solo Com Flexão De Joelho,Abdominal,,MATCH,GIFS ABDOMINAIS/Abdominal infra no solo com flexão de joelho.gif,1.0000,
1601,Inclinação Lateral Com Halteres,Outros,,MATCH,GIFS ABDOMINAIS/Inclinação Lateral com Halteres.gif,1.0000,
1602,Encolhimento Reverso,Outros,,MATCH,GIFS ABDOMINAIS/Encolhimento Reverso.gif,1.0000,
1603,Flexão De Joelho Com Bola De Estabilidade,Outros,,MATCH,GIFS ABDOMINAIS/Flexão de Joelho com Bola de Estabilidade.gif,1.0000,
1604,Elevação De Joelhos Com Puxada De Pernas,Puxada,,MATCH,GIFS ABDOMINAIS/Elevação de Joelhos com Puxada de Pernas.gif,1.0000,
1605,Limpador De Para Brisa Na Barra Fixa,Barra Fixa,,MATCH,GIFS ABDOMINAIS/Limpador de Para-Brisa na Barra Fixa.gif,1.0000,
1606,Dragon Flag,Dragon Flag,,MATCH,GIFS ABDOMINAIS/Dragon Flag.gif,1.0000,
1607,Abdominal Declinado,Abdominal,,MATCH,GIFS ABDOMINAIS/Abdominal Declinado.gif,1.0000,
1608,Alpinista,Outros,,MATCH,GIFS ABDOMINAIS/Alpinista.gif,1.0000,
1609,Elevação Em V Com Halteres,Outros,,MATCH,GIFS ABDOMINAIS/Elevação em V com Halteres.gif,1.0000,
1610,Giro Com Barra Na Máquina Landmine,Outros,,MATCH,GIFS ABDOMINAIS/Giro com Barra na Máquina Landmine.gif,1.0000,
1611,Escalador Cruzado De Montanha,Outros,,MATCH,GIFS ABDOMINAIS/Escalador Cruzado de Montanha.gif,1.0000,
1612,Elevação De Perna Na Prancha Lateral,Prancha,,MATCH,GIFS ABDOMINAIS/Elevação de Perna na Prancha Lateral.gif,1.0000,
1613,Arremesso Com Torção Russa Da Bola Com Parceiro,Outros,,MATCH,GIFS ABDOMINAIS/Arremesso com Torção Russa da Bola com Parceiro.gif,1.0000,
1614,Abdominal Na Alavanca,Abdominal,,MATCH,GIFS ABDOMINAIS/Abdominal na Alavanca.gif,1.0000,
1615,Exercício Teaser,Outros,,MATCH,GIFS ABDOMINAIS/Exercício Teaser.gif,1.0000,
1616,Abdominal Lateral No Banco Inclinado,Abdominal,,MATCH,GIFS ABDOMINAIS/Abdominal lateral no banco inclinado.gif,1.0000,
1617,Elevação De Pernas,Outros,,MATCH,GIFS ABDOMINAIS/Elevação de Pernas.gif,1.0000,
1618,Chutes No Prancha Invertida,Prancha,,MATCH,GIFS ABDOMINAIS/Chutes no Prancha Invertida.gif,1.0000,
1619,Elevação Alternada De Pernas,Outros,,MATCH,GIFS ABDOMINAIS/Elevação Alternada de Pernas.gif,1.0000,
1620,Chutes Alternados Sentados,Outros,,MATCH,GIFS ABDOMINAIS/Chutes Alternados Sentados.gif,1.0000,
1621,Abdominal Com Rolo Abdominal,Abdominal,,MATCH,GIFS ABDOMINAIS/Abdominal com Rolo Abdominal.gif,1.0000,
1622,Abdução De Quadril No Apoio Lateral,Outros,,MATCH,GIFS ABDOMINAIS/Abdução de quadril no apoio lateral.gif,1.0000,
1623,Abdominal Com Giro De Bicicleta,Abdominal,,MATCH,GIFS ABDOMINAIS/Abdominal com Giro de Bicicleta.gif,1.0000,
1624,Abdominal Com Sobrecarga,Abdominal,,MATCH,GIFS ABDOMINAIS/Abdominal com sobrecarga.gif,1.0000,
1625,Abdominal Nadador,Abdominal,,MATCH,GIFS ABDOMINAIS/Abdominal Nadador.gif,1.0000,
1626,Abdominal Bicicleta Com Gymstick,Abdominal,,MATCH,GIFS ABDOMINAIS/Abdominal Bicicleta com Gymstick.gif,1.0000,
1627,Abdominal Com Elevação De Pernas,Abdominal,,MATCH,GIFS ABDOMINAIS/Abdominal com Elevação de Pernas.gif,1.0000,
1628,Abdominal Cruzado,Abdominal,,MATCH,GIFS ABDOMINAIS/Abdominal Cruzado.gif,1.0000,
1629,Abdominal Com Joelhos Dobrados,Abdominal,,MATCH,GIFS ABDOMINAIS/Abdominal com joelhos dobrados.gif,1.0000,
1630,Abdominal Com Bola Medicinal,Abdominal,,MATCH,GIFS ABDOMINAIS/Abdominal com Bola Medicinal.gif,1.0000,
1631,Abdominal Com Braços Estendidos,Abdominal,,MATCH,GIFS ABDOMINAIS/Abdominal com Braços Estendidos.gif,1.0000,
1632,Abdominais,Outros,,MATCH,GIFS ABDOMINAIS/Abdominais.gif,1.0000,
1633,Levantamento De Braço Apoiado Na Parede,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Levantamento de braço apoiado na parede.gif,1.0000,
1634,Postura Da Virilha Sentada,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Postura da Virilha Sentada.gif,1.0000,
1635,Superman,Outros,,AMBIGUO,,1.0000,"AMBÍGUO: melhor=Superman(1.000), segundo=Superman(1.000), gap=0.000"
1636,Postura Da Cobra Alongamento Abdominal,Abdominal,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Postura da Cobra - Alongamento Abdominal.gif,1.0000,
1637,Exercício De Bailarina Sentada,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Exercício de bailarina sentada.gif,1.0000,
1638,Torção Oblíqua Sentada,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Torção Oblíqua Sentada.gif,1.0000,
1639,Rotação Espinhal Deitado,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rotação espinhal deitado.gif,1.0000,
1640,Alongamento Do Peito E Parte Frontal Dos Ombros,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do Peito e Parte Frontal dos Ombros.gif,1.0000,
1641,Toque Nos Dedos Dos Pés Sentado,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Toque nos Dedos dos Pés Sentado.gif,1.0000,
1642,Rotação Para Trás De Joelhos,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rotação para trás de joelhos.gif,1.0000,
1643,Exercício De Retração Escapular Sentada,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Exercício de retração escapular sentada.gif,1.0000,
1644,Postura Do Arco Oscilante,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Postura do Arco Oscilante.gif,1.0000,
1645,Rotação Externa Do Ombro Deitado Com Haltere,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rotação externa do ombro deitado com haltere.gif,1.0000,
1646,Rotação Do Corpo Superior Deitado,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rotação do corpo superior deitado.gif,1.0000,
1647,Rotação Da Coluna Torácica De Joelhos,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rotação da coluna torácica de joelhos.gif,1.0000,
1648,Dorsiflexão Plantar,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Dorsiflexão plantar.gif,1.0000,
1649,Elevação Lateral De Deltóide Posterior Com Halteres,Elevação Lateral,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Elevação lateral de deltóide posterior com halteres.gif,1.0000,
1650,Rotação Externa Com Cabo Em Posição De Joelhos,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rotação externa com cabo em posição de joelhos.gif,1.0000,
1651,Quadrúpede Com Elevação De Braço E Perna Contralateral,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Quadrúpede com elevação de braço e perna contralateral.gif,1.0000,
1652,Rolo De Espuma Para Ombro E Peito Frontal,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rolo de espuma para ombro e peito frontal.gif,1.0000,
1653,Contração Abdominal,Abdominal,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Contração abdominal.gif,1.0000,
1654,Rolo De Espuma Para Fascite Plantar,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rolo de espuma para fascite plantar.gif,1.0000,
1655,Rolo De Espuma Ombro Posterior,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rolo de espuma ombro posterior.gif,1.0000,
1656,Rolamento De Espuma Para Panturrilhas,Panturrilha,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rolamento de Espuma para Panturrilhas.gif,1.0000,
1657,Alongamento Em Círculos Nos Punhos,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento em Círculos nos Punhos.gif,1.0000,
1658,Alongamento Dos Ombros Por Trás Das Costas,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos ombros por trás das costas.gif,1.0000,
1659,Alongamento Sentado Para A Panturrilha Com Perna Esticada,Panturrilha,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento Sentado para a Panturrilha com Perna Esticada.gif,1.0000,
1660,Alongamento Piriforme,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento Piriforme.gif,1.0000,
1661,Alongamento Dos Flexores Do Quadril Em Posição De Joelho,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos flexores do quadril em posição de joelho.gif,1.0000,
1662,Alongamento Do Peitoral Até As Costas,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do Peitoral até as Costas.gif,1.0000,
1663,Alongamento Dos Flexores De Quadril Ajoelhado,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos flexores de quadril ajoelhado.gif,1.0000,
1664,Alongamentos De Pés E Tornozelos,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamentos de pés e tornozelos.gif,1.0000,
1665,Alongamento Dos Adutores Sentado,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos adutores sentado.gif,1.0000,
1666,Rolagem De Espuma Para Isquiotibiais,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rolagem de espuma para isquiotibiais.gif,1.0000,
1667,Alongamento Dos Adutores Em Posição Sentada Com Pernas Abertas,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos Adutores em Posição Sentada com Pernas Abertas.gif,1.0000,
1668,Rotação De Pé E Tornozelo,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rotação de Pé e Tornozelo.gif,1.0000,
1669,Deslize De Parede Do Serrátil Com Rolo De Espuma,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Deslize de parede do serrátil com rolo de espuma.gif,1.0000,
1670,Alongamento Do Trato Iliotibial Com Rolo De Espuma,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do trato iliotibial com rolo de espuma.gif,1.0000,
1671,Alongamento Do Manguito Rotador,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do manguito rotador.gif,1.0000,
1672,Rolamento De Espuma Nos Romboides,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rolamento de espuma nos romboides.gif,1.0000,
1673,Alongamento Do Peito Com Rolo De Espuma,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do peito com rolo de espuma.gif,1.0000,
1674,Alongamento Dos Isquiotibiais Sentado,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos Isquiotibiais Sentado.gif,1.0000,
1675,Alongamento Do Tibial Posterior,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do tibial posterior.gif,1.0000,
1676,Alongamento Dos Adutores Da Coxa Com Rolo De Espuma,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos adutores da coxa com rolo de espuma.gif,1.0000,
1677,Alongamento De Quadríceps Em Quatro Apoios,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de Quadríceps em Quatro Apoios.gif,1.0000,
1678,Rolamento De Espuma Nas Costas,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rolamento de espuma nas costas.gif,1.0000,
1679,Alongamento Dos Adutores Com A Perna Estendida Ajoelhado,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos Adutores com a Perna Estendida ajoelhado.gif,1.0000,
1680,Alongamento Dinâmico Do Peitoral,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento Dinâmico do Peitoral.gif,1.0000,
1681,Alongamento Do Piriforme Sentado,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do Piriforme Sentado.gif,1.0000,
1682,Alongamento Do Gastrocnêmio Com Joelho Flexionado,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do Gastrocnêmio com Joelho Flexionado.gif,1.0000,
1683,Alongamento Dos Isquiotibiais Em Pé Com A Perna Cruzada,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos isquiotibiais em pé com a perna cruzada.gif,1.0000,
1684,Alongamento Do Ombro Com Toalha,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do ombro com toalha.gif,1.0000,
1685,Alongamento De Panturrilha Na Parede,Panturrilha,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de panturrilha na parede.gif,1.0000,
1686,Alongamento De Quadril 90 90,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de quadril 90-90.gif,1.0000,
1687,Alongamento De Quadríceps Ajoelhado,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de Quadríceps ajoelhado.gif,1.0000,
1688,Alongamento De Isquiotibiais Deitado,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de Isquiotibiais deitado.gif,1.0000,
1689,Alongamento De Ombro Com O Braço Cruzado,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de ombro com o braço cruzado.gif,1.0000,
1690,Catavento Corporal,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Catavento corporal.gif,1.0000,
1691,Alongamento Da Parte Superior Das Costas,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento da parte superior das costas.gif,1.0000,
1692,Alongamento Das Costas Com Rolo De Espuma,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento das Costas com Rolo de Espuma.gif,1.0000,
1693,Alongamento De Glúteos Deitado,Glúteo,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de Glúteos Deitado.gif,1.0000,
1694,Alongamento Da Panturrilha Com Descida Do Calcanhar,Panturrilha,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento da panturrilha com descida do calcanhar.gif,1.0000,
1695,Alongamento Da Panturrilha Agachado,Panturrilha,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento da panturrilha agachado.gif,1.0000,
1696,Alongamento Borboleta,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento Borboleta.gif,1.0000,
1697,Alongamento Da Esfinge,Outros,,MATCH,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento da Esfinge.gif,1.0000,
1698,Alongamento Do Peitoral Reverso,Outros,,AMBIGUO,,1.0000,"AMBÍGUO: melhor=Alongamento do peitoral reverso(1.000), segundo=Alongamento do peitoral reverso(1.000), gap=0.000"
1699,Flexão De Punho Fechado,Outros,,MATCH,GIFS CALISTENIA/Flexão de Punho Fechado.gif,1.0000,
1700,Barra Fixa Com Salto,Barra Fixa,,MATCH,GIFS CALISTENIA/Barra fixa com Salto.gif,1.0000,
1701,Flexão De Diamante De Joelhos,Outros,,MATCH,GIFS CALISTENIA/Flexão de diamante de joelhos.gif,1.0000,
1702,Barra Fixa Com L Sit,Barra Fixa,,MATCH,GIFS CALISTENIA/Barra fixa com L-sit.gif,1.0000,
1703,Barra Fixa Com Pegada Invertida Assistido,Barra Fixa,,MATCH,GIFS CALISTENIA/Barra fixa com pegada invertida assistido.gif,1.0000,
1704,Avanço Sem Peso Corporal,Outros,,MATCH,GIFS CALISTENIA/Avanço sem Peso Corporal.gif,1.0000,
1705,Barra Fixa Com Pegada Fechada,Barra Fixa,,MATCH,GIFS CALISTENIA/Barra Fixa com Pegada Fechada.gif,1.0000,
1706,Barra Fixa Com Giro,Barra Fixa,,MATCH,GIFS CALISTENIA/Barra Fixa com Giro.gif,1.0000,
1707,Flexão De Joelhos,Outros,,AMBIGUO,,1.0000,"AMBÍGUO: melhor=Flexão de joelhos(1.000), segundo=Flexão de joelhos(1.000), gap=0.000"
1708,Bandeira Humana,Outros,,MATCH,GIFS CALISTENIA/Bandeira Humana.gif,1.0000,
1709,Barra Fixa Com Braços Alternados,Barra Fixa,,MATCH,GIFS CALISTENIA/Barra fixa com braços alternados.gif,1.0000,
1710,Flexão De Pernas Com Toalha,Outros,,AMBIGUO,,1.0000,"AMBÍGUO: melhor=Flexão de pernas com toalha(1.000), segundo=Flexão de pernas com toalha(1.000), gap=0.000"
1711,Flexão De Perna Com Halteres Em Decúbito Dorsal,Outros,,MATCH,GIFS CALISTENIA/Flexão de Perna com Halteres em Decúbito Dorsal.gif,1.0000,
1712,Barra Fixa Com Arco,Barra Fixa,,MATCH,GIFS CALISTENIA/Barra fixa com Arco.gif,1.0000,
1713,Paralelas Na Argola,Paralela,,MATCH,GIFS CALISTENIA/Paralelas na Argola.gif,1.0000,
1714,Barra Fixa Assistida Com Faixa Elástica,Barra Fixa,,MATCH,GIFS CALISTENIA/Barra fixa Assistida com Faixa Elástica.gif,1.0000,
1715,Planche Com Flexão De Braço,Planche,,MATCH,GIFS CALISTENIA/Planche com Flexão de Braço.gif,1.0000,
1716,Flexão De Parede,Outros,,AMBIGUO,,1.0000,"AMBÍGUO: melhor=Flexão de Parede(1.000), segundo=Flexão de Parede(1.000), gap=0.000"
1717,Puxada Escapular Na Barra Fixa,Barra Fixa,,MATCH,GIFS CALISTENIA/Puxada escapular na barra fixa.gif,1.0000,
1718,Flexão De Braço Na Parede Com Pegada Fechada,Outros,,AMBIGUO,,1.0000,"AMBÍGUO: melhor=Flexão de Braço na Parede com Pegada Fechada(1.000), segundo=Flexão de Braço na Parede com Pegada Fechada(1.000), gap=0.000"
1719,Agachamento Sissy Ajoelhado Com Peso Corporal,Agachamento,,MATCH,GIFS CALISTENIA/Agachamento Sissy ajoelhado com Peso Corporal.gif,1.0000,
1720,Flexão De Braços Com Apoio Dos Joelhos Fechada,Outros,,AMBIGUO,,1.0000,"AMBÍGUO: melhor=Flexão de Braços com Apoio dos Joelhos Fechada(1.000), segundo=Flexão de Braços com Apoio dos Joelhos Fechada(1.000), gap=0.000"
1721,Planche,Planche,,MATCH,GIFS CALISTENIA/Planche.gif,1.0000,
1722,Agachamento Skater,Agachamento,,MATCH,GIFS CALISTENIA/Agachamento Skater.gif,1.0000,
1723,Flexão De Braço Com Palmas,Outros,,MATCH,GIFS CALISTENIA/Flexão de braço com palmas.gif,1.0000,
1724,Paralela,Paralela,,MATCH,GIFS CALISTENIA/Paralela.gif,1.0000,
1725,Paralelas Entre Cadeiras,Paralela,,MATCH,GIFS CALISTENIA/Paralelas entre Cadeiras.gif,1.0000,
1726,Agachamento Pistola Com Kettlebell,Agachamento,,MATCH,GIFS CALISTENIA/Agachamento Pistola com Kettlebell.gif,1.0000,
1727,Flexão De Braço Declinada Com Bola De Estabilidade,Outros,,AMBIGUO,,1.0000,"AMBÍGUO: melhor=Flexão de Braço Declinada com Bola de Estabilidade(1.000), segundo=Flexão de Braço Declinada com Bola de Estabilidade(1.000), gap=0.000"
1728,Flexões De Apoio De Mão Na Parede,Outros,,MATCH,GIFS CALISTENIA/Flexões de apoio de mão na parede.gif,1.0000,
1729,Muscle Up,Muscle Up,,MATCH,GIFS CALISTENIA/Muscle up.gif,1.0000,
1730,Agachamento Pistola Apoiado,Agachamento,,MATCH,GIFS CALISTENIA/Agachamento Pistola Apoiado.gif,1.0000,
1731,Mergulho Coreano,Outros,,MATCH,GIFS CALISTENIA/Mergulho Coreano.gif,1.0000,
1732,Suspensão Passiva,Outros,,MATCH,GIFS CALISTENIA/Suspensão Passiva.gif,1.0000,
1733,Wall Sit Com Inclinação De Tronco,L Sit,,MATCH,GIFS TREINAMENTO FUNCIONAL/Wall Sit com Inclinação de Tronco.gif,1.0000,
1734,Swimming,Outros,,MATCH,GIFS TREINAMENTO FUNCIONAL/Swimming.gif,1.0000,
1735,Tríceps Francês Em Pé Com Gymstick,Tríceps Francês,,MATCH,GIFS TREINAMENTO FUNCIONAL/Tríceps Francês em Pé com Gymstick.gif,1.0000,
1736,Stiff Com Elástico De Resistência,Stiff,,MATCH,GIFS TREINAMENTO FUNCIONAL/Stiff com Elástico de Resistência.gif,1.0000,
1737,Salto Na Caixa Para Agachamento Pistola,Agachamento,,MATCH,GIFS TREINAMENTO FUNCIONAL/Salto na Caixa para Agachamento Pistola.gif,1.0000,
1738,Agachamento No Banco Com Peso Corporal,Agachamento,,MATCH,GIFS TREINAMENTO FUNCIONAL/Agachamento no Banco com Peso Corporal.gif,1.0000,
1739,Agachamento Cossaco,Agachamento,,MATCH,GIFS TREINAMENTO FUNCIONAL/Agachamento Cossaco.gif,1.0000,
1740,Agachamento Dividido Profundo,Agachamento,,MATCH,GIFS TREINAMENTO FUNCIONAL/Agachamento Dividido Profundo.gif,1.0000,
1741,Agachamento Com Gymstick,Agachamento,,MATCH,GIFS TREINAMENTO FUNCIONAL/Agachamento com Gymstick.gif,1.0000,
1742,Flexão De Braço Com Bola De Estabilidade,Outros,,MATCH,GIFS TREINAMENTO FUNCIONAL/Flexão de Braço com Bola de Estabilidade.gif,1.0000,
1743,Agachamento Com Elevação Dos Joelhos,Agachamento,,MATCH,GIFS TREINAMENTO FUNCIONAL/Agachamento com Elevação dos Joelhos.gif,1.0000,
1744,Saltos Pliométricos Em Zigue Zague,Outros,,MATCH,GIFS TREINAMENTO FUNCIONAL/Saltos Pliométricos em Zigue-Zague.gif,1.0000,
1745,Desenvolvimento Militar Atrás Da Cabeça Com Gymstick,Desenvolvimento,,MATCH,GIFS TREINAMENTO FUNCIONAL/Desenvolvimento militar atrás da cabeça com gymstick.gif,1.0000,
1746,Agachamento Com Chute Lateral E Toque No Calcanhar,Agachamento,,MATCH,GIFS TREINAMENTO FUNCIONAL/Agachamento com Chute Lateral e Toque no Calcanhar.gif,1.0000,
1747,Elevação Com Giro Do Cotovelo Oposto Para O Joelho,Outros,,MATCH,GIFS TREINAMENTO FUNCIONAL/Elevação com Giro do Cotovelo Oposto para o Joelho.gif,1.0000,
1748,Nave Seal Burpee,Burpee,,MATCH,GIFS TREINAMENTO FUNCIONAL/Nave Seal Burpee.gif,1.0000,
1749,Agachamento Com Faixa Elástica Em Afundo,Agachamento,,MATCH,GIFS TREINAMENTO FUNCIONAL/Agachamento com Faixa Elástica em Afundo.gif,1.0000,
1750,Polichinelos,Outros,,MATCH,GIFS TREINAMENTO FUNCIONAL/Polichinelos.gif,1.0000,
1751,Salto Com Halteres Dividido,Outros,,MATCH,GIFS TREINAMENTO FUNCIONAL/Salto com halteres dividido.gif,1.0000,
1752,Desenvolvimento Lateral Com Gymstick,Desenvolvimento,,MATCH,GIFS TREINAMENTO FUNCIONAL/Desenvolvimento lateral com gymstick.gif,1.0000,
1753,Salto Em Uma Perna Para A Frente,Outros,,MATCH,GIFS TREINAMENTO FUNCIONAL/Salto em Uma Perna para a Frente.gif,1.0000,
1754,Salto Em Agachamento Com Joelhos Flexionados,Agachamento,,MATCH,GIFS TREINAMENTO FUNCIONAL/Salto em Agachamento com Joelhos Flexionados.gif,1.0000,
1755,Agachamento Búlgaro Com Peso Corporal,Agachamento,,MATCH,GIFS TREINAMENTO FUNCIONAL/Agachamento Búlgaro com Peso Corporal.gif,1.0000,
1756,Remada Unilateral Com Gymstick,Remada,,MATCH,GIFS TREINAMENTO FUNCIONAL/Remada unilateral com gymstick.gif,1.0000,
1757,Extensão De Tríceps Com Faixas Elásticas,Tríceps,,MATCH,GIFS TREINAMENTO FUNCIONAL/Extensão de Tríceps com Faixas Elásticas.gif,1.0000,
1758,Cruzado De Direita,Outros,,MATCH,GIFS TREINAMENTO FUNCIONAL/Cruzado de Direita.gif,1.0000,
1759,Corda De Batalha,Outros,,MATCH,GIFS TREINAMENTO FUNCIONAL/Corda de batalha.gif,1.0000,
1760,Afundo Alternado Com Salto,Afundo,,MATCH,GIFS TREINAMENTO FUNCIONAL/Afundo Alternado com Salto.gif,1.0000,
1761,Remada Com Banda De Resistência Curvada Para Deltoides Posterior,Remada,,MATCH,GIFS TREINAMENTO FUNCIONAL/Remada com banda de resistência curvada para deltoides posterior.gif,1.0000,
1762,Gancho De Direita,Outros,,MATCH,GIFS TREINAMENTO FUNCIONAL/Gancho de Direita.gif,1.0000,
1763,Afundo Com Gymstick,Afundo,,MATCH,GIFS TREINAMENTO FUNCIONAL/Afundo com Gymstick.gif,1.0000,
1764,Afundo Lateral,Afundo,,MATCH,GIFS TREINAMENTO FUNCIONAL/Afundo Lateral.gif,1.0000,
1765,Extensão De Tríceps Com Elástico Na Posição Horizontal,Tríceps,,MATCH,GIFS TREINAMENTO FUNCIONAL/Extensão de tríceps com elástico na posição horizontal.gif,1.0000,
1766,Cruz De Ferro Com Halteres,Outros,,MATCH,GIFS TREINAMENTO FUNCIONAL/Cruz de ferro com halteres.gif,1.0000,
1767,Afundo No Banco,Afundo,,MATCH,GIFS TREINAMENTO FUNCIONAL/Afundo no banco.gif,1.0000,
1768,Levantamento Frontal Com Anilha,Elevação Frontal,,MATCH,OMBROS/Levantamento frontal com anilha.gif,1.0000,
